id_aluno,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,etapa_ensino,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
875,False,Masculino,16,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,96.8,7.2,N3,854.52,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.2,False,Alto,Boa,Parcial,Alta,Regular,0.1584560690705942,True
876,False,Feminino,13,False,True,False,False,Indígena,Urbana,Aprovado,1° EM,False,54.5,7.4,N7,285.15,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,3.4,False,Alto,Boa,Insuficiente,Alta,Ruim,0.36312849162011174,False
877,False,Feminino,20,False,True,True,False,Branca,Rural,Aprovado,3° EM,False,51.4,4.6,N7,556.16,False,False,True,False,False,Médio,Regular,Alta,False,Média,False,0.7,False,Moderado,Boa,Parcial,Alta,Boa,0.521076688674454,False
878,False,Masculino,15,False,True,False,False,Amarela,Urbana,Reprovado,3° EM,False,82.3,6.1,N3,1038.43,True,False,False,False,False,Alto,Bom,Média,False,Média,False,3.9,False,Alto,Ruim,Completa,Baixa,Boa,0.45725410529879806,False
879,False,Outro,22,False,True,True,False,Parda,Rural,Aprovado,1° EM,False,96.4,7.0,N2,780.55,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,2.2,False,Alto,Boa,Completa,Média,Regular,0.17064499746063988,False
880,False,Masculino,18,False,True,True,False,Parda,Urbana,Reprovado,9° EF,False,50.4,7.4,N3,198.77,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,2.8,False,Moderado,Boa,Parcial,Média,Ruim,0.3839512442864398,False
881,False,Feminino,14,True,True,False,False,Branca,Urbana,Aprovado,2° EM,False,88.8,8.7,N7,770.81,False,False,True,False,False,Alto,Regular,Média,False,Média,False,3.0,False,Baixo,Boa,Completa,Alta,Boa,0.12290502793296093,False
882,False,Feminino,18,True,True,True,False,Amarela,Rural,Aprovado,3° EM,False,98.5,7.0,N5,378.59,False,False,False,False,False,Baixo,Bom,Baixa,True,Alta,False,2.2,False,Baixo,Boa,Completa,Alta,Ruim,0.15997968511934993,False
883,False,Masculino,16,False,True,False,False,Branca,Urbana,Aprovado,2° EM,False,51.9,7.1,N5,1503.69,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.5,False,Moderado,Regular,Parcial,Baixa,Boa,0.39156932453021837,False
884,True,Masculino,19,False,True,True,False,Parda,Urbana,Aprovado,2° EF,False,68.8,6.4,N1,231.71,False,False,False,False,False,Médio,Bom,Alta,True,Média,False,0.9,True,Alto,Boa,Parcial,Média,Ruim,0.3412899949212798,False
885,False,Feminino,22,False,True,True,False,Amarela,Urbana,Aprovado,1° EM,False,56.5,4.8,N6,814.76,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.5,False,Baixo,Regular,Completa,Média,Regular,0.4850177755205688,False
886,False,Masculino,18,True,True,True,False,Parda,Urbana,Em andamento,3° EM,False,67.4,7.6,N7,362.59,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,3.2,False,Moderado,Ruim,Parcial,Média,Boa,0.28745556119857796,False
887,False,Masculino,15,True,True,True,False,Branca,Urbana,Aprovado,2° EM,False,77.4,5.6,N6,803.44,True,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,1.5,True,Alto,Boa,Completa,Alta,Boa,0.5075334349077365,True
888,False,Masculino,20,True,True,True,False,Parda,Urbana,Aprovado,8° EF,False,84.9,4.6,N5,1114.24,False,True,False,False,False,Alto,Bom,Média,True,Alta,False,1.7,False,Alto,Ruim,Completa,Baixa,Boa,0.350939563230066,False
889,False,Feminino,10,False,True,True,False,Preta,Urbana,Aprovado,5° EF,False,57.2,3.8,N4,451.19,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,2.5,False,Moderado,Ruim,Completa,Alta,Boa,0.532249873031996,True
890,False,Masculino,11,False,True,False,False,Parda,Urbana,Aprovado,3° EM,False,58.4,7.2,N4,1189.52,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,0.7,False,Moderado,Boa,Completa,Baixa,Boa,0.3534789233113255,False
891,False,Masculino,20,False,True,False,False,Parda,Urbana,Aprovado,8° EF,False,60.4,6.7,N4,366.94,False,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,1.7,False,Alto,Boa,Completa,Média,Boa,0.3687150837988827,True
892,False,Feminino,14,False,False,False,False,Branca,Urbana,Reprovado,3° EM,False,63.7,8.0,N3,485.81,False,False,True,False,False,Alto,Bom,Média,False,Baixa,False,1.3,False,Moderado,Regular,Parcial,Média,Boa,0.28593194514982223,True
893,False,Feminino,15,False,True,True,False,Preta,Urbana,Aprovado,2° EM,False,86.9,4.5,N3,393.2,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.2,False,Alto,Ruim,Completa,Alta,Boa,0.34586084306754694,True
894,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,89.8,7.1,N3,303.15,False,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,2.0,False,Alto,Boa,Parcial,Baixa,Boa,0.1990858303707466,False
895,False,Masculino,11,False,True,False,False,Branca,Urbana,Aprovado,3° EM,False,73.0,7.3,N3,1232.64,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,4.4,False,Alto,Regular,Completa,Baixa,Boa,0.27425088877602843,False
896,False,Masculino,14,False,False,False,False,Branca,Urbana,Aprovado,9° EF,False,72.1,8.1,N6,920.65,False,False,False,False,False,Alto,Bom,Baixa,False,Média,False,2.7,False,Alto,Ruim,Completa,Média,Boa,0.2381919756221433,False
897,False,Feminino,17,False,True,True,False,Branca,Rural,Reprovado,1° EM,False,96.9,5.4,N2,778.61,False,False,False,False,False,Alto,Bom,Média,True,Baixa,False,3.8,False,Baixo,Ruim,Completa,Média,Boa,0.24936515997968506,False
898,False,Feminino,22,False,True,True,False,Parda,Rural,Aprovado,1° EF,False,62.6,6.1,N6,1459.46,False,False,False,False,False,Baixo,Bom,Média,True,Média,True,0.7,False,Moderado,Boa,Parcial,Baixa,Regular,0.388014220416455,False
899,False,Masculino,16,False,True,False,False,Parda,Urbana,Aprovado,3° EF,False,71.1,7.1,N3,1537.69,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,0.9,False,Alto,Boa,Parcial,Baixa,Regular,0.2940578974098528,True
900,False,Feminino,13,True,True,True,False,Parda,Urbana,Reprovado,8° EF,False,60.2,8.6,N2,1217.95,False,False,False,False,False,Baixo,Ruim,Alta,False,Média,False,3.4,False,Moderado,Boa,Completa,Alta,Boa,0.2732351447435246,True
901,False,Feminino,20,False,False,False,False,Parda,Urbana,Aprovado,8° EF,False,69.7,8.6,N7,883.04,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.5,False,Moderado,Regular,Completa,Média,Ruim,0.22498730319959373,False
902,False,Feminino,14,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,77.9,4.7,N1,769.88,False,False,False,False,False,Alto,Ruim,Baixa,True,Média,False,1.7,False,Moderado,Boa,Completa,Alta,Boa,0.3814118842051803,False
903,False,Masculino,20,False,False,True,False,Parda,Urbana,Aprovado,2° EM,False,95.3,4.1,N5,704.79,False,False,True,False,False,Baixo,Ruim,Média,False,Baixa,False,3.0,False,Alto,Boa,Completa,Alta,Ruim,0.3235144743524632,False
904,False,Masculino,20,True,True,True,False,Branca,Urbana,Evadido,2° EM,False,78.8,6.4,N1,828.88,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,2.1,False,Alto,Regular,Parcial,Alta,Regular,0.2905027932960894,False
905,False,Masculino,14,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,63.4,8.6,N4,519.0,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,2.8,True,Moderado,Boa,Parcial,Média,Regular,0.2569832402234637,False
906,False,Feminino,10,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,69.4,6.0,N1,514.34,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,True,1.4,True,Moderado,Ruim,Completa,Baixa,Boa,0.35855764347384456,True
907,True,Feminino,17,False,True,True,False,Parda,Rural,Aprovado,9° EF,False,66.5,3.8,N4,795.28,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,3.2,False,Alto,Boa,Completa,Baixa,Regular,0.4850177755205688,True
908,False,Masculino,14,True,True,True,True,Parda,Urbana,Evadido,3° EM,False,62.5,7.1,N7,548.9,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,3.6,False,Moderado,Regular,Parcial,Baixa,Boa,0.3377348908075165,False
909,False,Masculino,11,False,True,True,True,Branca,Urbana,Aprovado,1° EM,False,86.9,7.5,N5,583.85,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,2.8,False,Alto,Regular,Parcial,Alta,Boa,0.1934992381919756,False
910,False,Masculino,12,True,True,True,False,Parda,Urbana,Aprovado,7° EF,False,82.8,9.1,N3,405.46,False,False,False,False,False,Alto,Regular,Média,False,Baixa,False,1.4,False,Moderado,Boa,Completa,Média,Boa,0.13306246825799903,True
911,False,Masculino,15,True,True,True,False,Branca,Urbana,Aprovado,3° EM,False,53.1,6.1,N5,1391.47,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,2.3,False,Moderado,Regular,Parcial,Baixa,Boa,0.43626206196038597,False
912,True,Feminino,15,False,True,True,False,Parda,Rural,Em andamento,4° EF,True,99.6,8.5,N3,795.05,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,3.7,False,Moderado,Ruim,Completa,Média,Boa,0.24750296258676152,False
913,False,Masculino,13,False,True,True,False,Parda,Urbana,Aprovado,9° EF,False,88.9,7.3,N6,267.69,False,False,False,False,False,Alto,Ruim,Baixa,True,Média,False,3.0,False,Alto,Boa,Completa,Média,Ruim,0.1934992381919756,False
914,False,Feminino,21,True,True,False,False,Parda,Urbana,Aprovado,2° EM,False,86.1,7.8,N7,525.3,False,False,True,False,False,Alto,Bom,Alta,False,Média,False,1.8,False,Baixo,Boa,Completa,Média,Boa,0.18232605383443376,False
915,False,Feminino,15,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,71.9,4.3,N2,509.24,False,False,False,False,True,Alto,Bom,Alta,True,Alta,False,3.5,True,Moderado,Regular,Completa,Alta,Regular,0.4321990858303707,True
916,False,Masculino,14,True,True,False,False,Preta,Urbana,Em andamento,7° EF,False,93.0,7.8,N1,951.08,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,2.3,False,Moderado,Boa,Completa,Média,Regular,0.14728288471305231,False
917,True,Masculino,20,True,True,True,False,Parda,Urbana,Evadido,7° EF,False,58.4,7.5,N5,457.58,True,False,False,False,False,Alto,Ruim,Alta,False,Alta,True,4.4,False,Alto,Regular,Parcial,Média,Regular,0.5075334349077366,True
918,False,Feminino,19,False,True,True,False,Branca,Urbana,Aprovado,4° EF,False,52.4,7.4,N6,1726.18,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,2.4,False,Moderado,Boa,Completa,Média,Ruim,0.3737938039614017,False
919,False,Masculino,12,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,54.6,7.1,N3,945.17,False,False,False,True,False,Médio,Regular,Alta,False,Alta,True,3.1,True,Baixo,Regular,Parcial,Média,Regular,0.7164381242593534,True
920,False,Feminino,17,False,False,False,False,Parda,Urbana,Aprovado,2° EM,False,94.5,5.2,N6,571.72,False,False,True,False,False,Baixo,Bom,Alta,False,Média,False,1.3,False,Moderado,Boa,Parcial,Média,Regular,0.2717115286947689,False
921,True,Feminino,22,False,True,True,False,Parda,Rural,Aprovado,3° EF,False,79.8,9.2,N4,730.77,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.8,False,Baixo,Boa,Parcial,Média,Boa,0.14321990858303713,False
922,False,Feminino,22,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,64.7,8.7,N7,417.87,False,False,False,False,False,Alto,Ruim,Baixa,True,Média,False,3.8,False,Moderado,Boa,Completa,Alta,Regular,0.2453021838496699,True
923,True,Feminino,20,False,True,True,False,Amarela,Rural,Aprovado,2° EM,False,79.8,7.3,N1,636.87,False,True,False,False,False,Alto,Regular,Baixa,False,Alta,False,1.5,False,Baixo,Ruim,Completa,Baixa,Boa,0.23971559167089893,True
924,False,Feminino,18,False,True,False,False,Branca,Urbana,Reprovado,7° EF,False,69.5,7.7,N7,588.55,False,False,False,False,True,Médio,Ruim,Baixa,False,Média,False,1.9,True,Baixo,Ruim,Parcial,Média,Ruim,0.2717115286947689,False
925,False,Masculino,19,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,51.4,5.8,N3,317.59,False,False,False,False,False,Médio,Bom,Média,True,Média,True,1.1,False,Baixo,Ruim,Parcial,Média,Regular,0.4601320467242255,True
926,False,Masculino,14,False,True,True,False,Branca,Urbana,Aprovado,9° EF,False,88.7,3.5,N3,562.26,False,False,False,False,False,Baixo,Bom,Alta,True,Alta,True,1.2,True,Baixo,Boa,Parcial,Baixa,Boa,0.38750634840020315,False
927,False,Feminino,19,False,True,True,False,Branca,Urbana,Reprovado,2° EM,False,93.4,4.6,N6,812.55,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,2.6,False,Moderado,Regular,Completa,Alta,Ruim,0.3077704418486541,True
928,False,Masculino,17,True,True,True,False,Branca,Urbana,Aprovado,9° EF,False,62.4,6.6,N2,612.93,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,2.5,False,Alto,Regular,Completa,Média,Regular,0.36363636363636365,False
929,False,Feminino,15,False,True,False,False,Amarela,Rural,Evadido,1° EM,False,93.5,4.4,N1,417.23,False,False,True,False,False,Médio,Regular,Baixa,False,Alta,True,3.3,False,Baixo,Regular,Completa,Alta,Boa,0.31742001015744026,True
930,False,Feminino,18,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,87.4,6.9,N2,373.01,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,2.5,False,Moderado,Boa,Parcial,Média,Boa,0.2214321990858303,False
931,False,Masculino,10,False,True,False,True,Preta,Urbana,Aprovado,9° EF,False,94.5,7.7,N2,260.83,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,2.1,False,Alto,Ruim,Completa,Média,Boa,0.14474352463179277,True
932,False,Masculino,11,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,51.3,3.0,N4,1140.71,False,False,False,False,False,Médio,Bom,Média,True,Média,False,3.5,False,Alto,Ruim,Completa,Baixa,Boa,0.6028440832910106,True
933,False,Feminino,11,False,False,True,False,Branca,Urbana,Em andamento,1° EM,False,93.8,6.0,N7,697.07,False,True,False,False,False,Baixo,Ruim,Alta,True,Média,False,0.8,False,Alto,Boa,Completa,Alta,Regular,0.2346368715083799,False
934,False,Outro,12,False,True,True,False,Branca,Urbana,Aprovado,7° EF,False,61.5,6.5,N7,1795.48,False,False,False,False,False,Médio,Ruim,Baixa,True,Alta,True,1.6,False,Alto,Boa,Parcial,Baixa,Boa,0.37328593194514975,False
935,False,Feminino,16,False,True,False,False,Amarela,Urbana,Aprovado,6° EF,False,93.5,6.7,N3,882.17,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,2.2,False,Alto,Regular,Completa,Média,Boa,0.20060944641950226,True
936,False,Feminino,17,False,True,True,False,Não declarada,Urbana,Aprovado,8° EF,False,54.3,4.6,N4,379.22,False,False,True,False,False,Alto,Ruim,Alta,False,Média,False,2.7,False,Moderado,Boa,Parcial,Média,Regular,0.5063484002031489,False
937,False,Masculino,22,False,True,True,False,Branca,Urbana,Aprovado,5° EF,False,97.1,3.1,N3,499.63,False,False,False,False,False,Baixo,Regular,Alta,False,Baixa,False,2.6,False,Moderado,Regular,Completa,Alta,Boa,0.3651599796851194,False
938,False,Feminino,15,False,True,False,False,Branca,Urbana,Aprovado,2° EM,False,53.2,7.2,N4,542.67,False,False,True,False,False,Baixo,Bom,Média,False,Média,False,2.5,False,Moderado,Ruim,Completa,Baixa,Boa,0.37988826815642457,True
939,False,Feminino,10,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,67.6,6.8,N2,594.54,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,True,2.2,False,Moderado,Boa,Completa,Média,Boa,0.3270695784662266,False
940,False,Masculino,22,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,64.2,5.0,N3,952.43,True,False,False,False,False,Alto,Bom,Média,False,Média,True,0.9,False,Alto,Ruim,Parcial,Baixa,Boa,0.6050448620281021,False
941,False,Masculino,14,False,True,True,False,Parda,Rural,Aprovado,1° EM,False,81.3,5.9,N6,862.78,True,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,1.0,True,Moderado,Regular,Parcial,Média,Boa,0.47249026578635517,False
942,False,Masculino,18,True,True,False,False,Parda,Urbana,Aprovado,2° EM,False,77.3,9.3,N6,514.38,False,False,True,False,False,Médio,Regular,Média,False,Média,False,1.7,False,Moderado,Regular,Parcial,Alta,Boa,0.15083798882681562,True
943,False,Masculino,11,False,True,False,False,Parda,Urbana,Em andamento,2° EM,False,96.0,4.9,N6,367.1,False,False,False,False,False,Alto,Bom,Baixa,True,Baixa,False,1.4,False,Moderado,Ruim,Completa,Alta,Regular,0.2793296089385475,False
944,False,Feminino,12,False,True,True,False,Branca,Rural,Aprovado,9° EF,False,54.1,6.8,N6,341.37,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,2.2,True,Moderado,Ruim,Parcial,Média,Ruim,0.3956323006602336,False
945,False,Masculino,14,False,True,True,False,Parda,Rural,Aprovado,2° EM,False,68.3,7.0,N5,671.08,True,False,False,False,False,Alto,Bom,Alta,True,Baixa,False,1.8,False,Baixo,Regular,Insuficiente,Alta,Boa,0.4826477061113933,True
946,False,Feminino,19,True,True,False,False,Parda,Urbana,Aprovado,1° EM,False,86.9,7.9,N4,663.11,False,True,False,False,False,Alto,Ruim,Alta,True,Alta,False,3.1,False,Alto,Regular,Completa,Baixa,Boa,0.1731843575418994,False
947,False,Feminino,10,False,True,False,False,Parda,Urbana,Evadido,3° EM,False,88.1,7.7,N7,1018.92,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,True,2.0,False,Moderado,Boa,Parcial,Média,Regular,0.1772473336719147,True
948,False,Masculino,13,False,True,True,False,Não declarada,Urbana,Aprovado,1° EM,False,73.0,5.1,N5,455.12,False,False,True,False,True,Alto,Bom,Média,False,Alta,False,3.1,False,Moderado,Ruim,Completa,Baixa,Ruim,0.3859827323514475,False
949,False,Feminino,10,True,True,True,False,Branca,Urbana,Aprovado,3° EM,True,86.4,7.6,N6,485.87,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,2.7,False,Baixo,Ruim,Completa,Alta,Boa,0.36025055019468427,False
950,True,Masculino,13,False,True,True,False,Branca,Urbana,Aprovado,5° EF,False,54.3,6.1,N6,399.61,False,False,False,True,False,Médio,Bom,Alta,False,Alta,True,0.4,False,Baixo,Boa,Completa,Baixa,Regular,0.7687489419332995,False
951,False,Masculino,14,True,True,False,False,Preta,Urbana,Aprovado,7° EF,False,58.5,5.1,N4,495.06,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,2.9,False,Moderado,Regular,Completa,Baixa,Ruim,0.4596241747079736,True
952,False,Feminino,10,True,True,True,False,Branca,Rural,Aprovado,8° EF,False,72.3,6.7,N6,670.36,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,1.8,False,Alto,Boa,Insuficiente,Baixa,Boa,0.308278313864906,False
953,False,Masculino,19,True,False,True,False,Parda,Rural,Aprovado,1° EM,False,61.3,7.7,N6,427.12,False,False,False,False,False,Médio,Bom,Média,True,Baixa,False,2.8,False,Alto,Boa,Completa,Média,Boa,0.31335703402742504,False
954,False,Masculino,12,True,True,True,False,Preta,Rural,Aprovado,2° EM,False,60.7,6.3,N2,714.12,True,False,False,False,False,Alto,Bom,Baixa,False,Média,False,2.2,False,Alto,Boa,Completa,Baixa,Boa,0.5567970204841712,False
955,True,Masculino,15,True,True,True,False,Branca,Urbana,Reprovado,2° EM,False,79.3,5.8,N7,706.9,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,1.6,False,Moderado,Boa,Completa,Baixa,Regular,0.31843575418994413,False
956,False,Masculino,18,False,True,False,False,Parda,Urbana,Em andamento,7° EF,False,90.7,5.5,N3,1051.18,False,False,False,True,False,Alto,Bom,Baixa,True,Alta,True,2.2,False,Alto,Ruim,Insuficiente,Alta,Boa,0.6143558489927204,False
957,False,Masculino,15,False,True,True,False,Branca,Urbana,Reprovado,1° EM,False,90.0,6.5,N1,738.03,False,False,True,False,False,Baixo,Bom,Alta,False,Média,False,2.8,True,Baixo,Boa,Completa,Alta,Regular,0.22854240731335704,False
958,False,Masculino,16,False,True,True,False,Branca,Rural,Reprovado,2° EM,False,91.9,8.2,N4,775.24,False,False,False,True,False,Alto,Bom,Alta,True,Média,False,1.8,False,Alto,Regular,Completa,Alta,Regular,0.47113594040968343,True
959,False,Feminino,11,False,True,True,False,Não declarada,Urbana,Aprovado,2° EM,False,65.5,4.8,N4,409.08,False,False,False,False,False,Baixo,Regular,Alta,False,Alta,True,2.4,False,Moderado,Regular,Completa,Média,Ruim,0.4393092940578974,False
960,False,Feminino,21,False,True,False,False,Preta,Urbana,Aprovado,4° EF,False,66.9,7.1,N7,619.8,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,2.4,False,Alto,Regular,Parcial,Média,Boa,0.4846791941764009,True
961,False,Feminino,16,True,True,True,False,Branca,Urbana,Aprovado,1° EM,False,91.2,6.7,N1,573.24,False,False,False,False,False,Baixo,Bom,Média,False,Baixa,False,3.9,True,Alto,Regular,Completa,Alta,Boa,0.21229050279329606,False
